IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType,BaseWeapon,BaseAssist,BaseSpecial,BaseA,BaseB,BaseC,BaseX
SU!Gunnthrá,Gunnthrá,Beaming Smile,39,33,37,17,24,1,CDagger,0,-1,50,60,60,30,45,30,109,HERO,FALSE,0,Tropical Treats+,Rally Def/Res+,,AR-O Spd/Res 3,Disarm Trap 3,,
Gunnthrá,Gunnthrá,Voice of Dreams,37,31,33,19,25,1,GTome,0,-1,50,55,55,30,45,30,249,LEGEND,FALSE,0,Blizzard,,Glacies,Atk/Res Solo 4,Chilling Seal II,Res Ploy 3,
NY!Gunnthrá,Gunnthrá,Year's First Dream,38,34,37,27,26,2,Sword,0,-1,50,60,60,45,50,30,123,HERO,FALSE,0,Hikami,,Glimmer,Swift Sparrow 2,Desperation 3,Joint Drive Spd,
Gunter,Gunter,Inveterate Soldier,43,32,24,33,18,1,Axe,14,-1,50,50,40,50,30,30,225,HERO,FALSE,0,Inveterate Axe,Harsh Command,,Armored Blow 3,,Hone Cavalry,
V!Gustav,Gustav,Majestic Love,49,41,18,46,31,3,Axe,0,-1,65,70,30,75,55,25,83,HERO,FALSE,0,Loyalist Axe,,Ignis,Close Def 4,Crafty Fighter 3,D/R Near Save 3,
FA!Gustav,Gustav,Sovereign Slain,40,41,25,38,30,1,Axe,0,-1,50,70,50,65,50,20,137,HERO,FALSE,0,Headsman Glitnir,,Bonfire,Atk/Def Catch 4,A/D Near Trace 3,Atk Smoke 4,
Guy,Guy,Kutolah Blade,44,37,43,33,25,0,Sword,7,-1,55,65,75,55,45,20,241,HERO,FALSE,0,Vulture Blade+,,Glimmer,Life and Death 3,,Threat. Spd/Def 2,
Gwendolyn,Gwendolyn,Adorable Knight,49,30,24,38,28,3,Lance,6,-1,60,50,45,60,50,30,10,HERO,FALSE,0,Weighted Lance,,Escutcheon,,Drag Back,Hone Armor,
Haar,Haar,Black Tempest,45,37,25,36,18,2,Axe,10,-1,65,65,45,60,30,30,22,HERO,FALSE,0,Tempest's Claw,Swap,,,Guard 3,Odd Def Wave 3,
NI!Haar,Haar,Tempest Runner,44,42,24,44,28,2,Sword,10,-1,60,70,45,70,55,15,40,HERO,FALSE,0,Wyvern Katana+,Swap,,Atk/Def Form 3,,Atk/Def Oath 3,
NI!Hana,Hana,Focused Ninja,42,36,40,28,30,0,Axe,14,-1,55,65,70,45,50,25,108,HERO,FALSE,0,Ninja Masakari+,,Glimmer,Life and Death 3,Wrath 3,,
Hana,Hana,Focused Samurai,37,35,36,23,26,0,Sword,14,-1,45,60,60,40,50,30,90,HERO,TRUE,0,Hana's Katana,Rally Attack,,Life and Death 3,Obstruct 3,,
V!Hana,Hana,Striving Heart,40,42,46,41,27,3,Sword,14,-1,50,75,75,70,45,15,80,HERO,FALSE,0,Petalfall Blade+,,Ignis,,Special Fighter 3,Armored Stride 3,
Hans,Hans,Ambitious Brute,46,45,39,35,21,0,Axe,14,-1,60,70,70,65,40,15,249,HERO,FALSE,0,Aurgelmir,,Dragon Fang,Atk/Spd Ideal 3,,Rouse Atk/Spd 3,
Hapi,Hapi,Drawn-Out Sigh,40,42,26,16,39,1,BTome,16,-1,50,70,50,30,70,20,3,HERO,FALSE,0,Demonic Tome,,Glimmer,Atk/Res Catch 4,A/R Far Trace 3,,
FA!Hardin,Hardin,Dark Emperor,45,34,28,36,32,3,Lance,1,-1,50,60,50,60,55,30,49,HERO,FALSE,0,Gradivus,,Vengeance,Brazen Def/Res 3,Bold Fighter 3,,
Hardin,Hardin,The Coyote,41,41,44,32,21,1,Lance,1,-1,55,70,75,60,35,15,136,HERO,FALSE,0,Coyote's Lance,,Draconic Aura,Surge Sparrow,A/S Near Trace 3,,
Harken,Harken,Troubled Warrior,41,46,32,46,27,0,Sword,7,-1,50,90,60,70,45,10,207,HERO,FALSE,0,Troubling Blade,,Bonfire,Atk/Def Crash 4,Brash Assault 4,,
Hawkeye,Hawkeye,Desert Guardian,45,33,22,28,30,0,Axe,7,-1,55,55,40,50,55,30,108,HERO,FALSE,0,Guardian's Axe,,Growing Light,Death Blow 3,,Threaten Atk 3,
DE!Hawkeye,Hawkeye,Taciturn Guardian,45,47,22,41,38,0,Lance,7,-1,55,80,35,75,70,10,133,HERO,FALSE,0,Nabata Lance+,,Ignis,Def/Res Ideal 3,,Panic Ploy 3,
Hayato,Hayato,Diviner of Reppu,39,43,45,24,31,0,RTome,14,-1,50,70,90,40,50,10,154,HERO,FALSE,0,"Rauðrlantern+	",,Moonbow,Atk/Spd Ideal 3,Windsweep 3,,
Heath,Heath,Wandering Knight,40,35,33,33,27,2,Lance,7,-1,50,60,60,50,50,30,39,HERO,FALSE,0,Hyperion Lance,,Dragon Fang,Atk/Def Push 3,Escape Route 3,,
NI!Heath,Heath,Wyvern Ninja,42,43,23,40,30,2,CBow,7,-1,55,70,40,75,55,15,249,HERO,FALSE,0,Wyvern Yumi+,,Bonfire,Atk/Def Catch 3,,Pulse Smoke 3,
NI!Heather,Heather,Wandering Ninja,41,42,47,27,30,0,GDagger,10,-1,55,70,90,45,50,10,252,HERO,FALSE,0,Spy's Shuriken,Rally Atk/Spd+,,Remote Sparrow,Spd/Def Ruse 4,,
B!Hector,Hector,Brave Warrior,48,37,22,39,28,3,Lance,7,-1,55,60,40,70,50,30,58,HERO,TRUE,0,Maltet,,Ignis,Ostian Counter,Bold Fighter 3,Even Res Wave 3,
H!Hector,Hector,Dressed-Up Duo,47,41,26,39,27,3,Sword,7,-1,55,70,50,60,50,30,170,DUO,FALSE,0,Conjurer Curios,,Bonfire,Distant Counter,Odd Follow-Up 3,Hone Armor,
Hector,Hector,General of Ostia,52,36,24,37,19,3,Axe,7,-1,65,60,45,60,35,30,154,HERO,TRUE,0,Armads,,Pavise,Distant Counter,,Goad Armor,
V!Hector,Hector,Just Here to Fight,50,38,21,40,24,3,Axe,7,-1,60,70,40,65,40,30,144,HERO,FALSE,0,Berserk Armads,,Glimmer,Distant Counter,Wary Fighter 3,,
L!Hector,Hector,Marquess of Ostia,47,40,23,38,26,3,Axe,7,-1,55,70,40,60,50,30,118,LEGEND,FALSE,0,Thunder Armads,,Draconic Aura,Distant Counter,Crafty Fighter 3,Ostia's Pulse II,
CH!Hector,Hector,Sworn Friend,44,45,16,47,41,3,Axe,7,-1,60,80,30,75,70,15,103,HERO,FALSE,0,Valiant War Axe,,Armored Beacon,Ostia's Heart,Vengeful Fighter 4,D/R Far Save 3,
X!Hector,Hector,Steel Warrior,48,49,17,48,45,3,Sword,7,-1,55,90,30,85,75,5,-1,ATTU,FALSE,0,Fellowship Blade,,Armored Beacon,Oath of Ostia,Wily Fighter 4,A/D Twin F Save,D Counter Echo
Heiðr,Heiðr,Innocent Goddess,38,45,45,29,20,0,GTome,0,-1,50,70,80,55,35,15,130,MYTHIC,FALSE,0,Heiðr,Gold Serpent,,Remote Sparrow,Mag. Null Follow,Panic Smoke 4,
Heiðrún,Heiðrún,Healing Nectar,40,45,16,45,47,0,GBeast,0,-1,50,70,30,75,90,10,-1,MYTHIC,FALSE,0,Nectar Horn,,Aegis,Stronghold,A/D Bulwark 4,Divine Nectar,
NY!Heiðrún,Heiðrún,Sisters of Healing,39,47,16,38,48,0,CTome,0,-1,50,80,30,60,90,5,-1,DUO,FALSE,0,New Year Treats,,Blazing Wind,Crystalline Water,Atk/Res Discord,Nectar's Magic,
Hel,Hel,Death Sovereign,40,38,41,30,18,2,Axe,0,-1,50,65,70,50,35,30,79,0,FALSE,0,Hel's Reaper,,Luna,Distant Pressure,Guard Bearing 3,Inevitable Death+,
Helbindi,Helbindi,Savage Scourge,44,35,18,35,31,0,Axe,0,-1,60,60,30,60,55,35,191,0,FALSE,0,Býleistr,,Vengeance,G Duel Infantry 3,Guard 3,Infantry Pulse 3,
SU!Helbindi,Helbindi,Seaside Scourge,44,36,18,37,33,0,Sword,0,-1,60,60,30,70,55,30,199,0,FALSE,0,Sandfort Spade+,Rally Atk/Def+,,R Duel Infantry 3,,Panic Ploy 3,
V!Henriette,Henriette,Overflowing Love,42,40,18,35,40,3,RTome,0,-1,50,75,30,55,70,25,124,0,FALSE,0,Unity Blooms+,,Iceberg,Distant Def 4,Slick Fighter 3,A/R Far Save 3,
H!Henry,Henry,Happy Vampire,36,33,34,26,36,3,GTome,13,-1,45,55,55,50,55,30,205,0,FALSE,0,Spectral Tome+,,Reprisal,,Live for Honor,Armor March 3,
SP!Henry,Henry,Peculiar Egg,41,37,27,40,23,1,CBow,13,-1,50,65,50,70,45,20,227,0,FALSE,0,Carrot-Tip Bow+,Rally Def/Res+,,Brazen Atk/Def 3,Atk/Def Ruse 3,,
Henry,Henry,Twisted Mind,45,23,22,32,25,0,RTome,13,-1,60,40,40,55,45,35,17,0,FALSE,0,Corvus Tome,,Ignis,Defiant Def 3,G Tomebreaker 3,,
Hestia,Hestia,Duma's Witch,40,45,31,23,43,0,BTome,15,-1,50,80,55,45,70,10,247,0,FALSE,0,Blárdeer+,,Iceberg,Atk/Res Ideal 3,,Res Ploy 3,
SU!TH!Hilda,Hilda,Deer's Two-Piece,39,37,40,20,25,2,Staff,16,-1,50,65,70,35,45,25,237,0,FALSE,0,Sunshade Staff,Nudge+,,Atk/Spd Push 4,Dazzling Staff 3,Even Recovery 3,
A!TH!Hilda,Hilda,Helping Hand,42,42,43,34,26,0,Axe,16,-1,55,70,70,60,50,15,25,0,FALSE,0,Fuming Freikugel,,Luna,Atk/Spd Solo 4,Velocity 3,Joint Drive Spd,
WI!TH!Hilda,Hilda,Holiday Layabout,44,39,38,37,26,3,Lance,16,-1,55,70,65,60,45,25,54,0,FALSE,0,Candy Cane+,Shove,,Atk/Def Form 3,Even Follow-Up 3,,
TH!Hilda,Hilda,Idle Maiden,43,37,37,28,23,0,Axe,16,-1,55,60,60,55,45,30,221,0,FALSE,0,Freikugel,,Moonbow,Atk/Spd Solo 3,Null Follow-Up 3,Def Opening 3,
G!Hilda,Hilda,Queen of Friege,41,40,25,24,40,0,RTome,4,-1,55,70,40,45,70,20,89,0,FALSE,0,Fiery Bolganone,,Glacies,Atk/Res Ideal 3,,Rouse Atk/Res 3,
BR!Hinata,Hinata,Samurai Groom,47,37,27,40,21,0,Axe,14,-1,65,65,50,65,35,30,43,0,FALSE,0,Huge Fan+,Reciprocal Aid,,Atk/Def Bond 3,,Close Guard 3,
Hinata,Hinata,Wild Samurai,47,32,24,36,18,0,Sword,14,-1,60,55,45,60,35,30,251,0,FALSE,0,Hinata's Katana,,Pavise,Fury 3,Brash Assault 3,,
P!Hinoka,Hinoka,Blue Sky Warrior,37,32,35,17,29,2,CBow,14,-1,45,60,60,30,50,30,221,0,FALSE,0,Warrior Princess,,Luna,Atk/Spd Bond 3,Flier Formation 3,Flier Guidance 3,
PI!Hinoka,Hinoka,Fair Pirate Pair,40,40,40,23,23,2,GBow,14,-1,50,70,70,45,40,25,187,0,FALSE,0,Mermaid Bow,Harsh Command+,,Atk/Spd Push 4,S/R Far Trace 4,Def/Res Rein 3,
HS!Hinoka,Hinoka,Relaxed Warrior,38,35,35,16,26,2,GDagger,14,-1,50,60,60,30,45,30,157,0,FALSE,0,Splashy Bucket+,Draw Back,,Atk/Spd Bond 3,Atk/Spd Link 3,Air Orders 3,
L!Hinoka,Hinoka,Thundering Wings,40,46,46,23,22,2,RBow,14,-1,50,90,70,45,40,15,71,0,FALSE,0,Fujin-Raijin Yumi,,Deadeye,Atk/Spd Catch 4,Wings of Mercy 4,Rallying Cry,
Hinoka,Hinoka,Warrior Princess,41,35,32,25,24,2,Lance,14,-1,50,65,55,45,40,30,235,0,TRUE,0,Hinoka's Spear,,Blazing Wind,Defiant Def 3,,Hone Fliers,
Holst,Holst,Hero of Leicester,42,43,41,35,26,0,Sword,16,-1,55,75,70,60,45,15,231,HERO,FALSE,0,Warrior's Sword,,Blazing Light,Atk/Spd Ideal 3,,Atk/Spd Oath 3,
Hortensia,Hortensia,Little Charmer,36,44,47,16,34,2,Staff,17,-1,45,70,90,30,60,10,195,REARM,FALSE,0,Arcane Charmer,Rescue+,Glitter of Light,Atk/Spd Catch 4,Poetic Justice,Glittering Anima,
WI!Hortensia,Hortensia,Winter's Dearest,40,45,48,17,30,1,Staff,17,-1,50,80,90,30,50,5,-1,HERO,FALSE,0,Snowman Staff,Ice Lock+,Holy Pressure,Atk/Spd Catch 4,Poetic Justice,Twinkling Anima,
Hræsvelgr,Hræsvelgr,Quieting Blade,40,45,48,36,25,2,BBeast,0,-1,50,80,90,60,40,5,-1,MYTHIC,FALSE,0,Quieting Claw,,Nimble Beast,Atk/Spd Fortune,S/D Near Trace 4,Divine Talon,
NY!Hræsvelgr,Hræsvelgr,Wings of Healing,41,46,48,36,23,2,GBeast,0,-1,50,80,90,60,40,5,-1,HERO,FALSE,0,New Year Talon,,Nimble Beast,Atk/Spd Fortune,Bestial Assault,Divine Talon,
Hríd,Hríd,Icy Blade,41,37,17,36,26,1,Sword,0,-1,50,70,30,55,50,30,213,LEGEND,FALSE,0,Gjöll,,Moonbow,Distant Counter,Freezing Seal II,Atk/Def Menace,
NY!Hríd,Hríd,Resolute Prince,42,38,19,36,27,2,Sword,0,-1,55,65,35,60,50,30,87,HERO,FALSE,0,Geishin+,Swap,,Atk/Def Bond 3,Quick Riposte 3,Hone Atk 4,
SU!Hríd,Hríd,Island Ice Prince,40,47,27,47,24,1,Lance,0,-1,50,90,50,75,40,10,-1,HERO,FALSE,0,Prince's Lance,,Bonfire,,Ice Prince's Seal,Odd Def Wave 4,
Hubert,Hubert,Sinister Servant,41,39,32,19,25,0,RTome,16,-1,55,65,55,35,45,30,159,HERO,FALSE,0,Retainer's Report,,Glowing Thunder,,Chill Res 3,Inf. Hexblade 3,
Hugh,Hugh,Worldly Mage,40,38,42,27,24,0,RTome,6,-1,50,70,75,45,40,20,253,HERO,FALSE,0,Sell-Spell Tome,,Moonbow,Spd/Def Ideal 4,,Rouse Atk/Spd 4,
Iago,Iago,Nohr's Tactician,42,38,27,23,32,0,RTome,14,-1,55,65,50,40,55,30,191,HERO,FALSE,0,Iago's Tome,,Blazing Wind,HP/Atk 2,,Atk Opening 3,
Idunn,Idunn,Dark Priestess,45,35,26,39,34,3,RDragon,6,-1,60,55,50,70,70,30,165,HERO,FALSE,0,Demonic Breath,,Bonfire,Fort. Def/Res 3,Vengeful Fighter 3,Ward Dragons,
A!Idunn,Idunn,Divine Demon,45,43,26,43,38,3,BDragon,6,-1,70,75,45,75,70,20,225,ASC,FALSE,0,Dew Dragonstone,,Bonfire,Sturdy Stance 3,Wily Fighter 3,D/R Near Save 3,
SP!Idunn,Idunn,Dragonkin Duo,46,37,26,37,38,3,RDragon,6,-1,60,65,50,70,70,30,117,DUO,FALSE,0,Zephyr Breath,,Iceberg,Sturdy Stance 3,Vengeful Fighter 3,Goad Dragons,
WI!Ignatz,Ignatz,Snowscape Artist,42,35,40,31,37,3,CBow,16,-1,50,65,65,55,65,20,87,HERO,FALSE,0,Tannenbow+,Rally Atk/Spd,,Spd/Def Form 3,,Def Tactic 3,
Igrene,Igrene,Nabata Protector,42,37,37,26,24,0,RBow,6,-1,55,70,65,45,40,30,168,HERO,FALSE,0,Guardian's Bow,,Blazing Wind,Life and Death 4,Special Spiral 3,Pulse Smoke 3,
NI!Igrene,Igrene,Ninja of Nabata,40,43,38,22,30,2,CDagger,6,-1,50,75,70,40,50,20,122,HERO,FALSE,0,Nabata Kunai,,Luna,C Duel Flying 4,,Spd/Def Rein 3,
DE!Igrene,Igrene,Sworn Protectors,40,46,46,24,32,0,BBow,6,-1,50,80,90,40,50,10,128,,FALSE,0,Sandglass Bow,,Blazing Wind,Flash Sparrow,Spd/Def Tempo 4,Pulse Up: Blades,
B!Ike,Ike,Brave Mercenary,43,36,28,35,20,0,Axe,9,-1,60,60,50,60,35,35,245,HERO,TRUE,0,Urvan,,Aether,Steady Breath,Beorc's Blessing,Threaten Def 3,
CH!Ike,Ike,Close-Knit Siblings,40,42,42,32,26,0,Sword,9,-1,50,70,70,55,50,20,101,DUO,FALSE,0,Sturdy War Sword,,Radiant Aether,Distant Dart,Null C-Disrupt 3,Joint Drive Atk,
V!Ike,Ike,Stalwart Heart,45,37,38,35,19,3,Sword,9,-1,55,65,65,60,30,30,75,HERO,FALSE,0,Heart's Blade+,,Radiant Aether,Distant Counter,Special Fighter 3,Even Spd Wave 3,
L!Ike,Ike,Vanguard Legend,41,36,30,35,21,0,Sword,10,-1,50,60,55,60,40,35,49,LEGEND,FALSE,0,Ragnell,,Radiant Aether II,Warding Breath,Joint Drive Res,Def Tactic 3,
Ike,Ike,Young Mercenary,42,35,31,32,18,0,Sword,9,-1,55,60,55,55,30,35,85,HERO,TRUE,0,Ragnell,,Aether,Heavy Blade 3,Swordbreaker 3,,
FA!Ike,Ike,Zeal Unleashed,40,35,42,32,23,0,Sword,10,-1,50,60,70,60,40,30,185,HERO,FALSE,0,Chaos Ragnell,,Mayhem Aether,Darting Breath,Repel 3,Atk/Spd Oath 3,
E!Ike,Ike,Of Radiance,41,47,18,45,45,0,Sword,17,10,50,90,30,70,75,10,64,EMBLEM,FALSE,0,Emblem Ragnell,,Great Aether,Def/Res Finish 4,Laguz Friend 4,Canto Control 3,
DE!Ike,Ike,Desert Mercenary,41,47,47,36,28,0,Lance,9,-1,50,80,90,55,50,5,-1,HERO,FALSE,0,Swirling Lance,,Aether's Path,D Bonus Doubler,Laguz Loyalty,Time Pulse Edge,
CH!Ilyana,Ilyana,Awakened Appetite,40,41,30,18,42,0,GTome,9,-1,50,70,60,30,70,20,114,HERO,FALSE,0,Windy War Tome,,Glacies,,Lull Atk/Res 3,Atk/Res Gap 3,
Ilyana,Ilyana,Hungering Mage,39,38,32,17,40,0,BTome,9,-1,50,65,55,30,70,25,229,HERO,TRUE,0,Craver's Tome,,Iceberg,Mirror Strike 2,,Res Ploy 3,
H!Ilyana,Ilyana,Treat Harvester,41,38,23,30,37,3,BTome,9,-1,50,70,40,50,60,30,161,HERO,FALSE,0,Spooky Censer+,,Iceberg,,Bold Fighter 3,Atk/Res Gap 3,
Ingrid,Ingrid,Galatea's Heir,37,35,40,28,27,1,Lance,16,-1,45,65,70,50,45,25,28,HERO,FALSE,0,Arcane Lúin,,Luna,Knightly Devotion,Guard Bearing 4,Spd/Def Hold,
SU!Ingrid,Ingrid,Solstice Knight,39,34,42,25,26,2,Lance,16,-1,50,65,70,45,40,30,144,HERO,FALSE,0,Lúin,,Moonbow,Atk/Spd Solo 4,Lull Spd/Def 3,Rouse Atk/Spd 3,
R!Ingrid,Ingrid,Beacon of Honor,38,44,47,30,25,2,Lance,16,-1,50,70,75,55,50,15,216,REARM,FALSE,0,Starpoint Lance,,Moonbow,Sturdy Impact,Guard Bearing 3,Odd Spd Wave 3,
Inigo,Inigo,Flower Picker,40,44,45,34,30,0,Sword,13,-1,50,80,70,60,55,10,227,HERO,FALSE,0,Null Blade+,,Moonbow,Atk/Spd Form 3,Wrath 3,,
SP!Inigo,Inigo,Festival Flower,40,38,40,22,27,2,GBow,13,-1,50,65,70,40,50,25,117,HERO,FALSE,0,Springy Bow+,Rally Atk/Spd+,,G Duel Flying 4,,Atk/Spd Rein 3,
DA!Inigo,Inigo,Indigo Dancer,37,28,33,22,20,0,GTome,13,-1,50,50,60,40,40,30,125,HERO,FALSE,2,Dancer's Ring,Dance,,,Gale Dance 3,Hone Atk 3,
SU!Innes,Innes,Flawless Form,42,33,37,30,20,2,Axe,8,-1,55,55,65,55,35,30,200,HERO,FALSE,0,Beach Banner+,Rally Atk/Def,,,Def Feint 3,Goad Fliers,
CH!Innes,Innes,Frelian Moonlight,43,37,38,26,27,0,CBow,8,-1,55,60,70,45,50,25,33,HERO,FALSE,0,Bow of Frelia,,Glimmer,Swift Sparrow 2,,Distant Guard 3,
Innes,Innes,Regal Strategician,35,33,34,14,31,0,CBow,8,-1,45,55,60,25,55,35,84,HERO,TRUE,0,Nidhogg,,Iceberg,Fortress Res 3,Cancel Affinity 3,,
NY!Innes,Innes,New Year's Aim,40,44,47,25,37,0,CBow,8,-1,50,70,80,45,75,5,-1,HERO,FALSE,0,Snaking Bow+,,Glacies,Spd/Res Finish 3,Null Follow-Up 3,,
Isadora,Isadora,Escort of Pherae,38,43,46,32,25,1,Lance,7,-1,50,70,80,60,45,10,171,HERO,FALSE,0,Guarding Lance,Reposition,,Atk/Spd Clash 4,Atk/Def Snag 4,,
A!Ishtar,Ishtar,Echoing Thunder,40,41,43,17,31,0,BTome,4,-1,50,70,75,30,55,20,134,ASC,FALSE,0,Thunder's Mjölnir,,Luna,Life and Death 4,Lull Spd/Res 3,Time's Pulse 3,
Ishtar,Ishtar,Thunder Goddess,38,34,36,17,26,0,BTome,4,-1,50,60,60,30,45,35,74,HERO,TRUE,0,Mjölnir,,Moonbow,Swift Sparrow 2,Vantage 3,Odd Atk Wave 3,
DA!Ishtar,Ishtar,Thunder's Waltz,36,34,36,16,22,2,RTome,5,-1,45,65,65,30,45,30,183,HERO,FALSE,0,Mögþrasir,Dance,,Swift Sparrow 3,Desperation 3,Air Orders 3,
Itsuki,Itsuki,Finding a Path,41,37,30,33,32,0,Sword,69,-1,50,65,50,60,55,30,153,HERO,FALSE,0,Mirage Falchion,Swap,Sol,,Atk/Def Link 3,Drive Def 2,
Ivy,Ivy,Snow Queen,41,47,34,26,30,2,BTome,17,-1,50,90,70,35,50,10,119,ATTU,FALSE,0,Icebound Tome,,Luna,Obsession,A/R Far Trace 4,Deadly Miasma,Soaring Echo
SU!Ivy,Ivy,Tidal Breeze,38,46,25,20,44,2,GTome,17,-1,50,70,50,40,75,15,41,HERO,FALSE,0,Divine Draught,,Glimmer,Still Water 4,Sabotage A/R 3,Soaring Guidance,
Jaffar,Jaffar,Angel of Death,41,26,33,25,22,0,CDagger,7,-1,55,45,55,45,40,35,92,HERO,TRUE,0,Deathly Dagger,,Glimmer,Life and Death 3,,Threaten Spd 3,
WI!Jaffar,Jaffar,Angel of Night,44,35,37,31,27,3,GDagger,7,-1,60,60,65,50,45,30,181,HERO,FALSE,0,Minty Cane+,Reciprocal Aid,,Def/Res Bond 3,,Goad Armor,
Jagen,Jagen,Veteran Knight,37,27,24,25,35,1,Lance,1,-1,40,45,40,40,55,30,2,HERO,FALSE,0,Veteran Lance,,Aegis,Fury 3,,Fortify Cavalry,
H!Jakob,Jakob,Devoted Monster,42,35,23,33,32,3,CBow,14,-1,50,60,40,55,55,30,94,HERO,FALSE,0,Monstrous Bow+,,Ignis,Bracing Blow 2,Wary Fighter 3,,
Jakob,Jakob,Devoted Servant,39,29,31,25,24,0,CDagger,14,-1,50,50,50,45,45,30,226,HERO,FALSE,0,Jakob's Tray,Rally Resistance,,Defense +3,Renewal 3,,
Jamke,Jamke,Prince of Verdane,38,36,32,29,17,0,CBow,4,-1,50,65,50,50,30,35,134,HERO,FALSE,0,Bow of Verdane,,Astra,Heavy Blade 3,Cancel Affinity 3,,
Jarod,Jarod,Nevassa General,42,46,44,34,27,0,Lance,10,-1,55,90,75,50,45,10,179,HERO,FALSE,0,Null Spear+,,Dragon Fang,Wind Boost 3,,Pulse Smoke 3,
Jeorge,Jeorge,Perfect Shot,37,32,32,24,22,0,CBow,4,-1,45,55,55,45,40,35,135,HERO,TRUE,0,Parthia,,Blazing Flame,,Seal Atk 3,Spur Spd 3,
Jeralt,Jeralt,Blade Breaker,41,43,26,39,30,1,Lance,16,-1,50,70,50,70,55,15,91,HERO,FALSE,0,Breaker Lance,,Dragon Fang,Atk/Def Catch 3,,Distant Guard 3,
Jill,Jill,Fiery Dracoknight,40,39,40,36,17,2,Axe,9,-1,50,70,70,60,30,25,3,HERO,FALSE,0,Talregan Axe,,Moonbow,Atk/Spd Push 4,Chill Atk/Spd 2,Spd/Def Rein 3,
Jorge,Jorge,Traveling Peddler,45,36,27,35,29,0,BBow,10,-1,60,65,50,55,50,25,243,HERO,FALSE,0,Daniel-Made Bow,,Ignis,,Chill Def 3,Atk Opening 3,
A!Joshua,Joshua,Resolute Tempest,41,39,43,29,25,0,CDagger,8,-1,50,70,75,50,45,20,194,ASC,FALSE,0,Blade of Jehanna,,Glimmer,Life and Death 4,Null Follow-Up 3,Green Feud 3,
Joshua,Joshua,Tempest King,40,31,35,30,28,0,Sword,8,-1,50,55,60,50,50,35,134,HERO,FALSE,0,Audhulma,,Moonbow,Close Def 3,Windsweep 3,,
SU!Joshua,Joshua,Tropical Gambler,40,36,39,28,24,0,RBow,8,-1,50,60,70,50,45,30,58,HERO,FALSE,0,Coral Bow+,Shove,,,Atk/Spd Link 3,Fortify Def 4,
L!Julia,Julia,Crusader of Light,40,39,28,19,36,0,BTome,4,-1,50,70,50,35,60,30,174,LEGEND,FALSE,0,Virtuous Naga,,Dragon Fang,Mirror Impact,Light and Dark II,Atk/Res Menace,
FA!Julia,Julia,Heart Usurped,39,41,24,17,40,0,RTome,4,-1,50,70,45,30,70,30,158,HERO,FALSE,0,Dark Scripture,,Iceberg,Atk/Res Solo 4,Light and Dark,Panic Smoke 3,
Julia,Julia,Naga's Blood,38,35,26,17,32,0,GTome,4,-1,50,60,45,30,55,35,210,HERO,TRUE,0,Naga,,Dragon Fang,Resistance +3,,Breath of Life 3,
CF!Julia,Julia,Scion of the Saint,39,42,35,16,35,2,RTome,4,-1,50,70,60,30,65,20,149,HERO,FALSE,0,Luminous Grace+,Rally Spd/Res+,,Atk/Res Push 4,Light and Dark,,
Julian,Julian,Tender Thief,40,38,38,33,18,0,CDagger,1,-1,50,70,65,60,30,30,188,HERO,FALSE,0,Thief's Honesty,,Moonbow,Close Foil,Lull Atk/Spd 3,,
Julius,Julius,Scion of Darkness,38,35,27,16,35,0,RTome,4,-1,50,60,45,30,60,35,143,HERO,FALSE,0,Loptous,,Draconic Aura,,Guard 3,Atk Ploy 3,
BR!Juno,Juno,Nimble Grace,38,36,38,22,26,2,BTome,6,-1,45,65,70,40,45,25,130,HERO,FALSE,0,Love Bouquet+,Ardent Sacrifice,,Atk/Spd Form 3,Aerobatics 3,,
DE!Juno,Juno,Soaring Bride,38,43,46,35,27,0,Sword,6,-1,50,80,70,60,50,10,169,HERO,FALSE,0,Blade of Sands,,Luna,,Guard Bearing 4,Atk/Def Oath 4,
Kaden,Kaden,Kitsune Braggart,38,32,36,25,25,1,GBeast,14,-1,50,55,60,45,45,30,143,HERO,FALSE,0,Kitsune Fang,Pivot,,,Spd/Res Link 3,Goad Beasts,
NY!Kaden,Kaden,Refreshed Kitsune,41,35,39,25,28,1,RBeast,14,-1,55,60,65,45,50,25,17,HERO,FALSE,0,Refreshed Fang,Swap,,,Atk/Def Snag 3,Even Spd Wave 3,
Kagero,Kagero,Honorable Ninja,31,35,32,22,28,0,CDagger,14,-1,35,60,55,40,50,35,80,HERO,TRUE,0,Kagero's Dart,,Reprisal,Warding Blow 3,Daggerbreaker 3,,
SP!Kagero,Kagero,Spring Ninja,36,35,34,18,27,2,CDagger,14,-1,45,60,60,30,50,30,34,HERO,FALSE,0,Lethal Carrot+,,Glimmer,Spd/Res Bond 3,Live for Honor,Goad Fliers,
H!Kagero,Kagero,Beverage Ninja,41,38,21,32,33,3,GDagger,14,-1,50,60,40,55,55,30,12,HERO,FALSE,0,Bottled Juice+,,Draconic Aura,Mirror Strike 2,Bold Fighter 3,Even Atk Wave 3,
FF!Kagero,Kagero,Bond Unwavering,43,47,45,20,23,1,CDagger,14,-1,60,85,70,40,45,10,96,DUO,FALSE,0,Brightwind Fans,,Lethality,Remote Sparrow,Disarm Trap 4,C Feud 3,
