IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4,NameJP,DescJP,NameDE,DescDE,NameES,DescES,NameLS,DescLS,NameFR,DescFR,NameIT,DescIT,NameTC,DescTC,NamePT,DescPT
Blade of ShadowAtk,Blade of Shadow,18,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, neutralizes unit's penalties, inflicts Atk/Spd/Def-5 on foe, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",Sword,slaying,1,krisRefineWeapon,0,HPBoost,5,,,,,M!Kris,,,,,,,,,,,,,,,,,,,
Blade of ShadowSpd,Blade of Shadow,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, neutralizes unit's penalties, inflicts Atk/Spd/Def-5 on foe, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",Sword,slaying,1,krisRefineWeapon,0,HPBoost,5,spdBoost,3,,,M!Kris,,,,,,,,,,,,,,,,,,,
Blade of ShadowDef,Blade of Shadow,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, neutralizes unit's penalties, inflicts Atk/Spd/Def-5 on foe, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",Sword,slaying,1,krisRefineWeapon,0,HPBoost,5,defBoost,4,,,M!Kris,,,,,,,,,,,,,,,,,,,
Blade of ShadowRes,Blade of Shadow,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, neutralizes unit's penalties, inflicts Atk/Spd/Def-5 on foe, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",Sword,slaying,1,krisRefineWeapon,0,HPBoost,5,resBoost,4,,,M!Kris,,,,,,,,,,,,,,,,,,,
Thunderbrand,Thunderbrand,16,1,"Grants Spd+3. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 during combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe can counterattack.",Sword,spdBoost,3,thundabrand,0,,,,,,,Catherine,,,,,,,,,,,,,,,,,,,
ThunderbrandEff,Thunderbrand,16,1,"Grants Spd+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Treachery】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, neutralizes unit's penalties to Atk/Spd, and deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials), and also, if decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers [Potent Follow X%]  during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).",Sword,spdBoost,3,catherineRefine,0,HPBoost,3,burger attack!,0,,,Catherine,,,,,,,,,,,,,,,,,,,
ThunderbrandAtk,Thunderbrand,18,1,"Grants Spd+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Treachery】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.",Sword,spdBoost,3,catherineRefine,0,HPBoost,5,,,,,Catherine,,,,,,,,,,,,,,,,,,,
ThunderbrandSpd,Thunderbrand,16,1,"Grants Spd+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Treachery】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.",Sword,spdBoost,3,catherineRefine,0,HPBoost,5,spdBoost,3,,,Catherine,,,,,,,,,,,,,,,,,,,
ThunderbrandDef,Thunderbrand,16,1,"Grants Spd+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Treachery】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.",Sword,spdBoost,3,catherineRefine,0,HPBoost,5,defBoost,4,,,Catherine,,,,,,,,,,,,,,,,,,,
ThunderbrandRes,Thunderbrand,16,1,"Grants Spd+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Treachery】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.",Sword,spdBoost,3,catherineRefine,0,HPBoost,5,resBoost,4,,,Catherine,,,,,,,,,,,,,,,,,,,
Lyngheiðr,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat, grants Atk/Spd+6 during combat and reduces damage from foe's first attack by 30%.",Sword,spdBoost,3,reginnCanto,103,reginn :),0,,,,,Reginn,,,,,,,,,,,,,,,,,,,
LyngheiðrEff,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Def/Res+4 to unit, neutralizes unit's penalties to Atk/Spd, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Sword,spdBoost,3,reginnCanto,103,reginnStrike,6,HPBoost,3,refinedReginn,0,Reginn,,,,,,,,,,,,,,,,,,,
LyngheiðrAtk,Lyngheiðr,18,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Def/Res+4 to unit, neutralizes unit's penalties to Atk/Spd, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Sword,spdBoost,3,reginnCanto,103,reginnStrike,6,HPBoost,5,,,Reginn,,,,,,,,,,,,,,,,,,,
LyngheiðrSpd,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Def/Res+4 to unit, neutralizes unit's penalties to Atk/Spd, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Sword,spdBoost,3,reginnCanto,103,reginnStrike,6,HPBoost,5,spdBoost,3,Reginn,,,,,,,,,,,,,,,,,,,
LyngheiðrDef,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Def/Res+4 to unit, neutralizes unit's penalties to Atk/Spd, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Sword,spdBoost,3,reginnCanto,103,reginnStrike,6,HPBoost,5,defBoost,4,Reginn,,,,,,,,,,,,,,,,,,,
LyngheiðrRes,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (3)】during turns 1 through 4. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Def/Res+4 to unit, neutralizes unit's penalties to Atk/Spd, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",Sword,spdBoost,3,reginnCanto,103,reginnStrike,6,HPBoost,5,resBoost,4,Reginn,,,,,,,,,,,,,,,,,,,
Arden's Blade,Arden's Blade,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,spdBoost,-5,BraveBW,0,,,,,,,Arden,,,,,,,,,,,,,,,,,,,
Arden's BladeEff,Arden's Blade,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) At start of combat, if unit's HP ≥ 50%, grants Atk+4, Def+6 to unit during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",Sword,spdBoost,-5,BraveBW,0,HPBoost,3,I'M STRONG AND YOU'RE TOAST,99,,,Arden,,,,,,,,,,,,,,,,,,,
Arden's BladeAtk,Arden's Blade,11,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,spdBoost,-5,BraveBW,0,HPBoost,5,,,,,Arden,,,,,,,,,,,,,,,,,,,
Arden's BladeSpd,Arden's Blade,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,spdBoost,-2,BraveBW,0,HPBoost,5,,,,,Arden,,,,,,,,,,,,,,,,,,,
Arden's BladeDef,Arden's Blade,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,spdBoost,-5,BraveBW,0,HPBoost,5,defBoost,4,,,Arden,,,,,,,,,,,,,,,,,,,
Arden's BladeRes,Arden's Blade,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,spdBoost,-5,BraveBW,0,HPBoost,5,resBoost,4,,,Arden,,,,,,,,,,,,,,,,,,,
Shamshir,Shamshir,16,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,Sword,slaying,1,spDamageAdd,7,,,,,,,Marisa,,,,,,,,,,,,,,,,,,,
ShamshirEff,Shamshir,16,1,"Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers. At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat.",Sword,slaying,1,spDamageAdd,7,HPBoost,3,timesPulseW,3,hey all scott here,0,Marisa,,,,,,,,,,,,,,,,,,,
ShamshirAtk,Shamshir,18,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,Sword,slaying,1,spDamageAdd,7,HPBoost,5,,,,,Marisa,,,,,,,,,,,,,,,,,,,
ShamshirSpd,Shamshir,16,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,Sword,slaying,1,spDamageAdd,7,HPBoost,5,spdBoost,3,,,Marisa,,,,,,,,,,,,,,,,,,,
ShamshirDef,Shamshir,16,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,Sword,slaying,1,spDamageAdd,7,HPBoost,5,defBoost,4,,,Marisa,,,,,,,,,,,,,,,,,,,
ShamshirRes,Shamshir,16,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,Sword,slaying,1,spDamageAdd,7,HPBoost,5,resBoost,4,,,Marisa,,,,,,,,,,,,,,,,,,,
Blade of Renais,Blade of Renais,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, and also, if [Bonus] or [Penalty] is active on unit, deals damage = 20% of foe's Def, and also, if unit deals damage to foe during combat, restores HP to unit = 20% of foe's Def. (Triggers even if 0 damage is dealt.)",Sword,slaying,1,renaisTwins,0,,,,,,,CH!Eirika,,,,,,,,,,,,,,,,,,,
Hallowed Tyrfing,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+5 to unit during combat, unit makes a guaranteed follow-up attack, and also, if unit initiates combat or if foe's range = 2, reduces damage from foe's first attack by 40%.",Sword,slaying,1,WaitIsHeAGhost,0,,,,,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Hallowed TyrfingEff,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat. Enables [Canto (Rem. +1)].At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of whoever initiated combat (max 4), deals damage = 15% of unit's Atk (excluding area-of-effect Specials), and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",Sword,slaying,1,LSigurdRefine,0,HPBoost,3,FE4 Remake When?,0,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Hallowed TyrfingAtk,Hallowed Tyrfing,18,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",Sword,slaying,1,LSigurdRefine,0,HPBoost,5,,,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Hallowed TyrfingSpd,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",Sword,slaying,1,LSigurdRefine,0,HPBoost,5,spdBoost,3,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Hallowed TyrfingDef,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",Sword,slaying,1,LSigurdRefine,0,HPBoost,5,defBoost,4,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Hallowed TyrfingRes,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",Sword,slaying,1,LSigurdRefine,0,HPBoost,5,resBoost,4,,,L!Sigurd,,,,,,,,,,,,,,,,,,,
Ladyblade,Ladyblade,11,1,"Enables [Canto (2)]. Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) Calculates damage using the lower of foe's Def or Res.",Sword,spdBoost,-5,BraveBW,0,canto2,0,permHexblade,0,,,P!Palla,,,,,,,,,,,,,,,,,,,
Genesis Falchion,Genesis Falchion,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 during combat, and also grants effects based on the total value of bonuses on the 3 allies with the highest bonus totals: If ≥ 10, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. If ≥ 25, grants an additional Atk+5 during combat, and also, if unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.) If ≥ 60, if foe initiates combat, unit can counterattack before foe's first attack.",Sword,slaying,1,effDragon,0,SEGAAAA,0,,,,,BR!Marth,,,,,,,,,,,,,,,,,,,
Genesis FalchionEff,Genesis Falchion,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat and grants effects to unit based on the total value of bonuses on the 3 allies with the highest bonus totals (excluding unit): if ≥ 10, neutralizes effects that guarantee foe's follow-up attacks, effects that prevent unit's follow-up attacks, and effects that inflict ""Special cooldown charge -X"" on unit during combat; if ≥ 25, grants an additional Atk+5 to unit during combat, and also, if unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt); and if ≥ 60 and foe initiates combat, unit can counterattack before foe's first attack.",Sword,slaying,1,effDragon,0,nintenesis,0,HPBoost,3,denesis,0,BR!Marth,,,,,,,,,,,,,,,,,,,
