IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType
V!Vigarde,Vigarde,Warmhearted Sire,51,45,26,47,31,3,Axe,8,-1,70,80,45,85,45,5,77,HERO,FALSE,0
PI!Vika,Vika,Sea-Dark Wing,41,34,40,17,40,2,CBeast,10,-1,50,60,70,30,70,20,108,0,FALSE,0
Virion,Virion,Elite Archer,46,31,31,26,13,0,CBow,13,-1,60,55,55,45,25,30,136,0,FALSE,0
Volke,Volke,Man of Mysteries,40,41,43,28,25,0,RDagger,9,-1,50,70,70,50,50,15,180,0,FALSE,0
Vyland,Vyland,Coyote's Justice,47,41,30,36,19,1,Axe,1,-1,65,70,50,65,35,15,203,0,FALSE,0
Walhart,Walhart,The Conqueror,41,37,27,36,16,1,Axe,13,-1,50,60,50,65,30,25,162,0,FALSE,0
Wil,Wil,Unequaled Archer,42,45,34,27,40,0,CBow,7,-1,55,70,60,50,75,5,148,0,FALSE,0
Wolf,Wolf,Coyote's Loyal,40,39,42,28,20,1,CBow,1,-1,50,70,75,50,35,15,198,0,FALSE,0
SU!Wolt,Wolt,Sunbeam Archer,40,34,34,25,17,1,GBow,6,-1,50,60,60,45,30,25,214,0,FALSE,0
Wrys,Wrys,Kindly Priest,42,24,23,22,36,0,Staff,1,-1,55,45,40,40,60,30,31,0,FALSE,0
DA!Xander,Xander,Dancing Knight,38,35,17,34,16,0,CDagger,13,-1,50,65,30,65,30,30,30,0,FALSE,0
L!Xander,Xander,Gallant King,40,42,41,35,17,1,Axe,13,-1,50,75,75,55,30,15,126,0,FALSE,0
Xander,Xander,Paragon Knight,44,32,24,37,17,1,Sword,13,-1,55,55,45,65,30,25,226,0,FALSE,0
SP!Xander,Xander,Spring Prince,40,25,28,35,26,1,Lance,13,-1,50,45,50,60,45,25,116,0,FALSE,0
SU!Xander,Xander,Student Swimmer,43,32,30,36,16,0,Axe,13,-1,55,55,55,65,25,30,22,0,FALSE,0
H!Xane,Xane,Autumn Trickster,47,30,34,25,30,0,CTome,1,-1,60,55,60,45,50,20,47,0,FALSE,0
DE!Xane,Xane,Desert Mirage,47,30,36,23,35,0,Staff,1,-1,60,55,60,45,60,15,235,0,FALSE,0
NY!Yarne,Yarne,Hoppy New Year,40,43,40,35,21,1,BBeast,13,-1,50,75,70,65,35,10,109,0,FALSE,0
Yarne,Yarne,Timid Taguel,40,35,33,32,17,1,GBeast,13,-1,50,60,60,55,30,25,235,0,FALSE,0
Yen'fay,Yen'fay,Blade Legend,43,37,42,32,28,0,Sword,13,-1,55,65,70,55,50,15,14,0,FALSE,0
SU!Ylgr,Ylgr,Breaking the Ice,42,35,36,30,25,0,Axe,0,-1,60,60,55,55,45,25,85,0,FALSE,0
Ylgr,Ylgr,Fresh Snowfall,38,33,38,22,20,0,BDagger,0,-1,50,60,65,35,35,30,33,0,FALSE,0
Ymir,Ymir,Life-Mother,38,40,26,35,34,1,GDragon,0,-1,50,70,45,60,60,15,12,0,FALSE,0
SU!Ymir,Ymir,Seasons of Life,38,45,18,35,41,0,CTome,0,-1,50,70,35,60,75,10,220,0,FALSE,0
Yukimura,Yukimura,Puppet Master,40,46,16,33,45,1,CDagger,14,-1,50,90,30,55,75,5,252,HERO,FALSE,0
Yuliya,Yuliya,Princess of Grust,38,41,46,21,36,0,Staff,1,-1,50,70,90,35,55,5,47,HERO,FALSE,0
WI!Yunaka,Yunaka,Spirited Envoy,39,43,47,21,30,1,CDagger,17,-1,50,75,90,30,55,5,212,0,FALSE,0
Yune,Yune,Chaos Goddess,38,33,27,15,37,2,GTome,10,-1,50,55,50,25,65,25,49,0,FALSE,0
Yuri,Yuri,Ashen Valiant,40,39,43,26,29,0,CDagger,16,-1,50,65,70,50,55,15,37,0,FALSE,0
L!Yuri,Yuri,Underground Lord,41,44,47,24,26,0,RDagger,16,-1,50,70,90,40,50,10,129,0,FALSE,0
Zeke,Zeke,Past Unknown,40,40,15,38,35,1,Lance,15,-1,50,75,25,70,55,20,195,0,FALSE,0
Zelgius,Zelgius,Jet-Black General,46,36,33,38,21,3,Sword,10,-1,55,60,60,65,35,25,20,0,FALSE,0
NI!Zelgius,Zelgius,Ninja Knight,49,47,16,47,42,3,Lance,10,-1,65,70,30,85,75,5,38,0,FALSE,0
BR!Zelot,Zelot,Avowed Groom,41,37,25,39,25,1,Axe,6,-1,50,65,45,70,45,20,196,0,FALSE,0
Zephia,Zephia,Scheming Dragon,41,40,44,23,24,2,RTome,17,-1,55,70,75,40,45,10,145,0,FALSE,0
Zephiel,Zephiel,The Liberator,55,35,16,38,24,3,Sword,6,-1,70,60,30,60,45,25,187,0,FALSE,0
WI!Zephiel,Zephiel,Winter's Crown,48,38,19,38,36,3,Sword,7,-1,60,65,35,70,55,25,185,0,FALSE,0
NI!Zihark,Zihark,Ninja Blademaster,43,37,42,30,24,0,Sword,9,-1,55,65,70,50,45,20,20,0,FALSE,0
